,precision,recall,f1-score,support
0,0.9626184694916582,0.912548728420271,0.9369151308391621,53870.0
1,0.9168725296442688,0.96456283645814,0.9401132601183261,53870.0
accuracy,0.9385557824392055,0.9385557824392055,0.9385557824392055,0.9385557824392055
macro avg,0.9397454995679635,0.9385557824392055,0.9385141954787442,107740.0
weighted avg,0.9397454995679635,0.9385557824392055,0.9385141954787442,107740.0
