,precision,recall,f1-score,support
0,0.995755171646771,0.9971969556339335,0.9964755421172716,53870.0
1,0.9971928911362284,0.9957490254315946,0.9964704352510635,53870.0
accuracy,0.9964729905327641,0.9964729905327641,0.9964729905327641,0.9964729905327641
macro avg,0.9964740313914997,0.9964729905327641,0.9964729886841676,107740.0
weighted avg,0.9964740313914997,0.9964729905327641,0.9964729886841676,107740.0
