,precision,recall,f1-score,support
0,0.9999814361030668,0.9999443103768331,0.9999628728953573,53870.0
1,0.9999443124443125,0.9999814367922777,0.9999628742737279,53870.0
accuracy,0.9999628735845554,0.9999628735845554,0.9999628735845554,0.9999628735845554
macro avg,0.9999628742736897,0.9999628735845554,0.9999628735845426,107740.0
weighted avg,0.9999628742736896,0.9999628735845554,0.9999628735845426,107740.0
