,precision,recall,f1-score,support
0,0.9999814371368639,1.0,0.9999907184822862,53870.0
1,1.0,1.0,1.0,36741.0
2,1.0,1.0,1.0,9318.0
3,1.0,1.0,1.0,796.0
4,1.0,0.9761904761904762,0.9879518072289156,42.0
accuracy,0.9999900761161888,0.9999900761161888,0.9999900761161888,0.9999900761161888
macro avg,0.9999962874273727,0.9952380952380953,0.9975885051422404,100767.0
weighted avg,0.9999900763004045,0.9999900761161888,0.9999900163798106,100767.0
