,precision,recall,f1-score,support
0,0.9144448436938556,0.944830146649341,0.929389208436045,53870.0
1,0.9429339477726575,0.911602004826434,0.9270033034450214,53870.0
accuracy,0.9282160757378876,0.9282160757378876,0.9282160757378876,0.9282160757378876
macro avg,0.9286893957332565,0.9282160757378874,0.9281962559405332,107740.0
weighted avg,0.9286893957332566,0.9282160757378876,0.9281962559405332,107740.0
