,precision,recall,f1-score,support
0,1.0,0.9999628735845554,0.9999814364476786,53870.0
1,1.0,1.0,1.0,36741.0
2,0.9997854077253219,1.0,0.9998926923489645,9318.0
3,1.0,1.0,1.0,796.0
4,1.0,1.0,1.0,42.0
accuracy,0.9999801522323777,0.9999801522323777,0.9999801522323777,0.9999801522323777
macro avg,0.9999570815450645,0.9999925747169112,0.9999748257593286,100767.0
weighted avg,0.9999801564915554,0.9999801522323777,0.9999801531130638,100767.0
