,precision,recall,f1-score,support
0,0.9996659242761693,0.9998514943382216,0.9997587006960557,53870.0
1,0.999829377012818,0.9996161801394545,0.9997227672097587,46897.0
accuracy,0.9997419790209097,0.9997419790209097,0.9997419790209097,0.9997419790209097
macro avg,0.9997476506444937,0.999733837238838,0.9997407339529072,100767.0
weighted avg,0.9997419952417694,0.9997419790209097,0.9997419772379109,100767.0
