,precision,recall,f1-score,support
0,0.9985353010975971,0.9997586782996102,0.9991466152162218,53870.0
1,0.9997583822764107,0.9985335065899388,0.9991455690324498,53870.0
accuracy,0.9991460924447745,0.9991460924447745,0.9991460924447745,0.9991460924447745
macro avg,0.999146841687004,0.9991460924447745,0.9991460921243358,107740.0
weighted avg,0.9991468416870039,0.9991460924447745,0.9991460921243357,107740.0
