,precision,recall,f1-score,support
0,0.9144373520763107,0.946723593837015,0.9303004323160832,53870.0
1,0.9447737068965517,0.9114163727492111,0.9277953098131106,53870.0
accuracy,0.9290699832931131,0.9290699832931131,0.9290699832931131,0.9290699832931131
macro avg,0.9296055294864312,0.9290699832931131,0.9290478710645969,107740.0
weighted avg,0.9296055294864313,0.9290699832931131,0.9290478710645969,107740.0
