,precision,recall,f1-score,support
0,0.9520755745299301,0.9728420271022833,0.9623467841895056,53870.0
1,0.9722364550716387,0.9510302580285873,0.9615164453619857,53870.0
accuracy,0.9619361425654354,0.9619361425654354,0.9619361425654354,0.9619361425654354
macro avg,0.9621560148007844,0.9619361425654354,0.9619316147757456,107740.0
weighted avg,0.9621560148007844,0.9619361425654354,0.9619316147757457,107740.0
